"K","exclus","semcoh","heldout","residual","bound","lbound","em.its","engine","noise","mean_word_error","uniq","highest_heldout_k"
7,9.31276658734703,-62.4071926743817,-7.40044086672344,1.47400349635102,-245035.784276313,-245027.259114951,159,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
8,9.42226607082755,-58.0091832878949,-7.40204610018358,1.44535719287878,-242030.746899857,-242020.142296954,181,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
9,9.38825076178161,-75.0755959831957,-7.51580494213152,1.45773166644186,-242373.130617988,-242360.328790508,105,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
10,9.48395560735325,-65.261708674892,-7.49957015624982,1.46120703110842,-239158.40586546,-239143.301452887,172,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
11,9.43290627542651,-69.9933011355008,-7.57737880449728,1.45284098727549,-238061.12148543,-238043.619177584,130,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
12,9.46799903670574,-68.318781368027,-7.54336282714823,1.46759077618749,-236694.499560304,-236674.512345808,198,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
13,9.48501796986498,-67.9498007787163,-7.50985984700277,1.4805948050085,-235939.949874156,-235917.397710303,132,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
14,9.50004073390503,-70.2853294920775,-7.55140289374777,1.4961230701529,-234611.658284963,-234586.467063781,232,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
15,9.51276846004875,-68.8379678915322,-7.57227582454015,1.47401942910706,-234381.624185453,-234353.724914069,191,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
16,9.4896422229823,-76.8410489899176,-7.73668905630955,1.5122796517781,-234414.372700813,-234383.700840707,84,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
17,9.48679249749922,-80.6029407033184,-7.81799737379654,1.54897147250176,-233008.703750052,-232975.198676602,96,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
18,9.58088213617531,-80.4376170790219,-7.77184119469108,1.60186322996673,-231403.774086467,-231367.378641259,133,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
19,9.58321952246059,-80.8215093334887,-7.80450759961572,1.62951192057099,-230972.390833284,-230933.050949097,125,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
20,9.57392641526357,-76.7944154938813,-7.8375428571292,1.63603168478885,-230141.81031463,-230099.474698169,141,"tesseract","bin + weak + wm",2.96847826086957,"tesseract bin + weak + wm",7
6,9.14470748899854,-63.4417288610461,-7.71388013165588,1.48093202783521,-235614.497741201,-235607.918489989,111,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
7,9.30332237287896,-65.4391143369001,-7.73995721471909,1.4352513558614,-232715.13694801,-232706.611786649,140,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
8,9.35857051165007,-68.5518668539737,-7.81298089197801,1.4751656740263,-231750.919426683,-231740.31482378,141,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
9,9.41115997744866,-63.595963687009,-7.75430206371123,1.43370668426202,-229343.103609468,-229330.301781987,110,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
10,9.4143609042155,-63.0152233440206,-7.81221701980493,1.44279311923157,-228017.930880805,-228002.826468232,115,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
11,9.46207009038717,-71.7545136404337,-7.77649298200579,1.43316597444299,-226578.597915318,-226561.095607472,138,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
12,9.43557899064609,-68.5333510255887,-7.78777979662034,1.43032128754174,-224921.971956724,-224901.984742228,136,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
13,9.48345767248642,-71.2029795277247,-7.85976362450461,1.4416886489278,-223771.3421963,-223748.790032447,116,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
14,9.45022330641409,-72.5608287733364,-7.97617679337789,1.43849812990794,-223929.134139024,-223903.942917841,56,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
15,9.46989756796115,-67.83428207871,-8.02667086569482,1.493462508074,-223044.080284033,-223016.18101265,142,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
16,9.50620267206459,-66.3215699572326,-7.98267181937053,1.50780853982114,-222053.496906402,-222022.825046296,108,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
17,9.49358371411499,-72.818015177323,-8.03567387843051,1.53243833351486,-221713.801620418,-221680.296546968,77,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
18,9.48690301683378,-71.7524769798715,-8.16186634564447,1.5614533204521,-220342.78970309,-220306.394257882,119,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
19,9.49864286303534,-71.0543309537629,-8.03278095738799,1.65486170568051,-219482.911429947,-219443.57154576,139,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
20,9.54017362127198,-78.4476435349076,-8.13530848764538,1.72213788439475,-218331.212621099,-218288.877004639,103,"tesseract","bin + weak + scrib",8.95742236024845,"tesseract bin + weak + scrib",6
6,9.15149154126798,-75.128443998525,-7.50499806205968,1.50716621099329,-215409.569831961,-215402.990580749,73,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
7,9.31596947062559,-77.4421970706227,-7.5267683722982,1.513206541617,-214067.257580815,-214058.732419454,107,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
8,9.38566721714316,-60.8371217758425,-7.48999742827306,1.44650059337045,-210469.716985997,-210459.112383094,119,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
9,9.44266182439884,-65.3016992151285,-7.58781713445556,1.44506599023898,-209167.817651379,-209155.015823899,133,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
10,9.47913131829398,-70.9191999425567,-7.70144289116978,1.41652525739114,-207951.729346015,-207936.624933442,145,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
11,9.49780718883499,-73.3223855678471,-7.64523392673955,1.42837404557555,-206968.559634813,-206951.057326967,83,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
12,9.53025431623326,-64.1466242746965,-7.66525592256794,1.45352784555211,-204998.540441994,-204978.553227498,153,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
13,9.54508182565623,-65.8832896159763,-7.75010413314212,1.47289285588628,-204404.074028378,-204381.521864525,135,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
14,9.57672540752539,-71.7457266016036,-7.82810075880616,1.48505439044192,-203905.75275679,-203880.561535607,84,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
15,9.52603983240862,-77.6543988605523,-7.84427707002154,1.523773946538,-203293.130470105,-203265.231198721,81,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
16,9.57629242138368,-77.0448747333837,-7.96087741001348,1.53579997397019,-202131.977936827,-202101.306076721,125,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
17,9.54579727691757,-81.5140594427071,-7.97407244789321,1.58206915814115,-202019.36071068,-201985.85563723,118,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
18,9.5206529011664,-85.7322437738365,-8.04120374263931,1.57302586181863,-202159.471796714,-202123.076351506,90,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
19,9.54488671552098,-79.5816995239557,-8.15429184044071,1.6267345335128,-200625.118615904,-200585.778731717,82,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
20,9.53167408628488,-80.0909558185188,-8.18152408218227,1.66508334273319,-200028.085700654,-199985.750084193,49,"tesseract","bin + weak + ink",16.4830745341615,"tesseract bin + weak + ink",8
6,9.09315861370047,-60.8963298705371,-7.95174410378536,1.53532124515581,-249579.152299759,-249572.573048547,99,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
7,9.30909277652274,-64.0277146424837,-7.90626192091473,1.52651850242929,-245788.215664595,-245779.690503234,128,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
8,9.34970231343527,-68.1174265252941,-7.95534704048311,1.54113086509737,-245086.975484903,-245076.370882,329,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
9,9.32363938184934,-71.5346240160208,-7.94327017407686,1.49236681748591,-242940.199582597,-242927.397755117,233,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
10,9.4337564159771,-64.5263015685408,-7.92622224167903,1.43046213427626,-240600.39797909,-240585.293566517,132,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
11,9.43262475052089,-73.3663630296465,-7.99580041775241,1.43348451159684,-239456.690363139,-239439.188055293,124,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
12,9.48194718577619,-72.2743287911299,-7.97962462811037,1.44240263866025,-237971.135929505,-237951.148715009,140,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
13,9.47023589066392,-71.5858665380586,-8.12587050040831,1.45042815392787,-237041.40832371,-237018.856159857,100,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
14,9.49449838911142,-74.881598922518,-8.21516213613266,1.46660209257381,-236003.340931513,-235978.14971033,155,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
15,9.52502728206394,-67.786546971831,-8.310417572879,1.45159796742528,-235908.021706924,-235880.12243554,73,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
16,9.53371060287757,-79.3144927409965,-8.37557085675352,1.48157989269943,-234772.201681715,-234741.529821609,95,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
17,9.51694700696645,-80.2691772777316,-8.35350243979555,1.5266864891775,-234288.203086575,-234254.698013125,94,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
18,9.4950597792649,-88.6493743583083,-8.31213403874958,1.5576843149798,-233814.133094783,-233777.737649575,68,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
19,9.51695089996163,-83.903591664502,-8.2915445437899,1.60904084856252,-233599.873400661,-233560.533516474,57,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
20,9.54581461313143,-80.4274196893212,-8.43792790173114,1.6466835901848,-232964.67653417,-232922.340917709,80,"tesseract","bin + snp + wm",11.0673602484472,"tesseract bin + snp + wm",7
6,9.18221507413527,-66.0901364305819,-7.73750701254652,1.5476209050266,-232633.182619647,-232626.603368435,171,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
7,9.30311308215167,-68.0463444611062,-7.75504898113155,1.48613028385528,-229669.222014457,-229660.696853096,222,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
8,9.27081195643752,-71.6513800489029,-7.93863012663906,1.44222313835325,-229544.530949456,-229533.926346553,95,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
9,9.23782046491224,-68.7383354833167,-7.92348196602335,1.40720949599556,-227428.94989626,-227416.14806878,153,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
10,9.33667304533123,-77.7734120225952,-7.98812358236498,1.40840978545864,-226347.515170225,-226332.410757652,149,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
11,9.26938522057468,-79.6116152443283,-8.09422487570108,1.4009520076667,-225310.600340968,-225293.098033122,103,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
12,9.37540565979366,-72.1814574307906,-8.08957065178043,1.38680896745759,-223803.244826495,-223783.257611999,124,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
13,9.3708224116605,-82.6723671807196,-8.03315303291828,1.40303300493065,-222705.327727227,-222682.775563374,87,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
14,9.37707941547066,-78.967690503772,-8.04975919274446,1.42826304711202,-220650.238846845,-220625.047625663,106,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
15,9.45309497896137,-82.5428686351613,-8.19728360975675,1.48717990042718,-219349.309978889,-219321.410707505,159,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
16,9.46165674723307,-80.2784192617795,-8.00628749307046,1.49456464337887,-218509.813527942,-218479.141667836,146,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
17,9.43137490778684,-80.7412493217276,-8.21334096549342,1.49526838643775,-218140.963404083,-218107.458330633,80,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
18,9.45668092719624,-87.5787540784571,-8.25445174343517,1.53902923722778,-217790.177839677,-217753.782394469,63,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
19,9.41813022459759,-91.0125251935793,-8.35686439683081,1.5579119284922,-217936.246598894,-217896.906714707,35,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
20,9.47124437896878,-93.6943917994583,-8.54208030021285,1.60185388121988,-216726.991381399,-216684.655764938,24,"tesseract","bin + snp + scrib",17.9193788819876,"tesseract bin + snp + scrib",6
6,9.25542832509223,-68.5801941772179,-7.83070008346854,1.47809173410761,-210893.933230817,-210887.353979605,185,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
7,9.32436173406633,-68.0102195448322,-7.75356879939397,1.42769096084062,-208456.286864167,-208447.761702806,109,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
8,9.33671283504607,-66.1953065805933,-7.88439456351421,1.40594715600459,-207649.276263589,-207638.671660686,71,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
9,9.35590802686992,-68.5493013553506,-7.90564220291939,1.39641023903303,-206008.790789719,-205995.988962239,114,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
10,9.429193768199,-72.4045369911522,-7.92471665493508,1.41224921788379,-204731.455217871,-204716.350805298,108,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
11,9.42189383604155,-71.4488672897494,-8.00256716974942,1.41130319090885,-204040.105529053,-204022.603221207,118,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
12,9.42272853101503,-75.8560049765452,-8.06934232153796,1.44742505571868,-203415.083704336,-203395.09648984,193,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
13,9.38664833096777,-86.1836130201031,-8.10022892253343,1.43036977771084,-202665.829767055,-202643.277603201,82,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
14,9.42397118118154,-83.9702447322057,-8.24311661657291,1.42264892905609,-200917.286269571,-200892.095048388,138,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
15,9.46549182485753,-80.8103938809561,-8.10250612466495,1.4677073884831,-199987.039378005,-199959.140106621,103,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
16,9.48324799063993,-79.8172178968317,-8.17691027553573,1.50510254824312,-198381.542689925,-198350.870829819,118,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
17,9.46174259727045,-87.1242835358585,-8.3248198484373,1.50313213490431,-198627.403688185,-198593.898614735,94,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
18,9.44495406626812,-86.1729129748263,-8.48985264525582,1.52812852778802,-198181.715993404,-198145.320548196,47,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
19,9.4836461624891,-96.3036149854762,-8.62340213540351,1.56364222858603,-197256.431477934,-197217.091593747,68,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
20,9.50815389256249,-98.0782515517593,-8.65389704655408,1.61973109101758,-196292.121275108,-196249.785658647,57,"tesseract","bin + snp + ink",25.9359627329193,"tesseract bin + snp + ink",7
6,9.20612162292046,-59.7145057994668,-7.59629863554726,1.47437896140608,-232237.641041805,-232231.061790593,128,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
7,9.31278459106648,-68.6859494000787,-7.67317905568522,1.4193245749412,-229394.85110625,-229386.325944889,103,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
8,9.28085151881599,-77.5034698690172,-7.76356146235777,1.37234255635919,-229027.381332977,-229016.776730075,115,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
9,9.40215099438045,-64.0164763226314,-7.79901233880365,1.4055062767406,-226116.855442947,-226104.053615467,188,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
10,9.41243666033646,-69.2361412340536,-7.84302445834734,1.40655390725243,-225728.404161535,-225713.299748962,128,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
11,9.46772764460299,-64.8677246001887,-7.97938934400848,1.42670732091237,-224207.187619692,-224189.685311846,104,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
12,9.49576275106805,-71.9038170178791,-7.95120670618593,1.43959028995979,-223498.900555659,-223478.913341163,105,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
13,9.50949471226263,-68.4697648962121,-7.88293724697292,1.48837254242863,-222203.128916361,-222180.576752508,167,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
14,9.48086228440929,-73.2006379264432,-7.94039606498823,1.45117182029952,-221187.082016965,-221161.890795783,128,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
15,9.3931619280154,-87.1718922852746,-8.15524138004239,1.48915696006417,-221041.149067812,-221013.249796428,100,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
16,9.48091068622849,-84.8686464312838,-8.08617299259581,1.50325446387915,-218762.968309318,-218732.296449212,84,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
17,9.49196446645874,-85.2616870735815,-8.17809773500443,1.55344775505547,-218118.900427943,-218085.395354493,81,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
18,9.51655520299106,-83.9973685732829,-8.01637484787291,1.57753533711075,-217867.212844492,-217830.817399284,74,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
19,9.54864088206721,-92.2250567974209,-8.10328212796341,1.62629532605265,-216296.5716894,-216257.231805213,60,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
20,9.56552676303104,-86.2314473409222,-8.26152892505905,1.62724632169141,-216048.422175317,-216006.086558856,48,"tesseract","bin + wm + scrib",10.3644099378882,"tesseract bin + wm + scrib",6
6,9.21967881243239,-82.8175167912432,-7.5580688271922,1.51676900801773,-205364.516087847,-205357.936836635,91,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
7,9.30287585269327,-63.8841926210327,-7.47086992034063,1.48367617407908,-202411.319095794,-202402.793934433,128,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
8,9.38912780824626,-73.6340887158435,-7.49637457915168,1.44356139643067,-200350.276300679,-200339.671697776,100,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
9,9.41058090722489,-70.6557715997389,-7.47231092612566,1.43586995713895,-199065.96030973,-199053.15848225,115,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
10,9.44871575881464,-67.6271405506608,-7.58973041512264,1.41705297696398,-198151.772294785,-198136.667882211,72,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
11,9.43450732632541,-78.2388583497791,-7.64026275767289,1.41759006143987,-197548.815098651,-197531.312790805,93,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
12,9.38875913319692,-80.0388966116252,-7.62108059307036,1.45638791586508,-196074.588495149,-196054.601280653,73,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
13,9.46749631314036,-91.9619548917128,-7.55709491356005,1.45889217340993,-195209.921051271,-195187.368887418,78,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
14,9.47703848521681,-94.0910150090212,-7.52190618939459,1.50261750307975,-193788.356723628,-193763.165502445,104,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
15,9.47511123597537,-93.3235056513421,-7.55903179556467,1.49664291950974,-193367.07369979,-193339.174428406,50,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
16,9.49393711700823,-90.9952763762311,-7.56147742312298,1.53475666439316,-192556.625298619,-192525.953438513,57,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
17,9.47634163161597,-84.2250785145193,-7.66814555719473,1.56468867998834,-191883.17779203,-191849.67271858,61,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
18,9.50058803606771,-85.8490358747022,-7.7596447046669,1.60094223729994,-190876.827113984,-190840.431668776,49,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
19,9.53856917472892,-91.7925490747872,-7.74959904650346,1.64623186649673,-190612.780414469,-190573.440530282,42,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
20,9.55080710763466,-94.8516491125098,-7.99661195849117,1.69584046506994,-189396.417867441,-189354.082250981,57,"tesseract","bin + wm + ink",21.6257763975155,"tesseract bin + wm + ink",7
6,9.28830278687664,-69.9942634751344,-7.62046719524071,1.48631005386027,-197769.769867231,-197763.190616019,138,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
7,9.32529259626418,-76.1850896145058,-7.61237649139606,1.50403668753481,-196131.750088911,-196123.22492755,91,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
8,9.33202046298268,-79.0791314170354,-7.68476874683882,1.44196479030393,-194901.600496383,-194890.99589348,126,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
9,9.37239857667565,-72.3934919858527,-7.79244711498141,1.42856456695994,-192700.814173466,-192688.012345986,154,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
10,9.38279303437593,-76.3090470886451,-7.83360617814696,1.3983767029922,-192172.659031893,-192157.55461932,110,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
11,9.45375224723987,-77.3839234260737,-7.85678489661647,1.41594598904673,-190707.903225949,-190690.400918103,138,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
12,9.47677003026202,-80.43593918833,-8.0052770570291,1.45539021734714,-189607.7829339,-189587.795719404,121,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
13,9.48333328396435,-83.0160660809966,-8.0466724076421,1.46743480104043,-188694.973711592,-188672.421547739,169,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
14,9.48842266874876,-84.4604778553719,-8.02655679766034,1.47630134158657,-187924.232926732,-187899.04170555,106,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
15,9.55402008217614,-84.2263396797989,-8.02767310295598,1.51340399034048,-186367.061844487,-186339.162573103,130,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
16,9.57578544395473,-83.2903634319196,-8.04589095939224,1.52903542111315,-185697.826514805,-185667.154654699,89,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
17,9.55299848647008,-87.8002632600128,-8.005403200934,1.5385571332117,-185181.732751753,-185148.227678303,81,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
18,9.60160326701905,-86.9267351384794,-8.08948801104942,1.59419242717742,-184708.636125376,-184672.240680168,105,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
19,9.59250250192584,-84.7173757416243,-7.9808317021107,1.64359752273878,-183812.260884321,-183772.921000134,61,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
20,9.58799333227647,-86.948047850339,-8.08338321745565,1.69118745650872,-182886.925698251,-182844.59008179,48,"tesseract","bin + scrib + ink",25.0147204968944,"tesseract bin + scrib + ink",7
6,9.21135831884919,-73.5569637565806,-7.35190295923621,1.6454794915888,-250061.263147114,-250054.683895902,472,"textract","col",1.98319875776398,"textract col",8
7,9.36548185775491,-61.3173079791225,-7.30688070850936,1.48584234103138,-245193.659992623,-245185.134831262,123,"textract","col",1.98319875776398,"textract col",8
8,9.42019678963276,-57.4616761447394,-7.23697730315017,1.45610058386048,-242736.142883029,-242725.538280126,99,"textract","col",1.98319875776398,"textract col",8
9,9.39403922983673,-59.1725907422372,-7.25571732258437,1.45867591034347,-240611.557716079,-240598.755888599,104,"textract","col",1.98319875776398,"textract col",8
10,9.44275278941434,-67.7956274437443,-7.24928048506076,1.43328792100613,-239237.908546416,-239222.804133843,94,"textract","col",1.98319875776398,"textract col",8
11,9.50706886478286,-67.2170984789506,-7.25653384309281,1.44871940083053,-238126.861681226,-238109.359373381,99,"textract","col",1.98319875776398,"textract col",8
12,9.4040957917528,-77.1077802945279,-7.45061915905187,1.4670390592983,-238588.668448089,-238568.681233593,81,"textract","col",1.98319875776398,"textract col",8
13,9.43678922660975,-68.8675880998486,-7.4431710926898,1.4958688238221,-237041.252178484,-237018.700014631,108,"textract","col",1.98319875776398,"textract col",8
14,9.48628921035035,-75.6119440676041,-7.48237812759014,1.4849467839509,-235552.466624514,-235527.275403332,149,"textract","col",1.98319875776398,"textract col",8
15,9.5622184505066,-82.6932754172741,-7.45073785473159,1.5369786963676,-234520.235292521,-234492.336021137,122,"textract","col",1.98319875776398,"textract col",8
16,9.50794039123187,-83.2447160641908,-7.67544310672648,1.52490597325757,-234504.928534818,-234474.256674712,103,"textract","col",1.98319875776398,"textract col",8
17,9.54256832604774,-76.9238325397744,-7.67655692287362,1.5678125328977,-232765.99777349,-232732.49270004,201,"textract","col",1.98319875776398,"textract col",8
18,9.5271850022897,-84.9490630196772,-7.65618916581548,1.61450601826457,-232429.432537392,-232393.037092184,86,"textract","col",1.98319875776398,"textract col",8
19,9.52052770226299,-82.3170224379493,-7.60935214932448,1.65646587750998,-231478.158810845,-231438.818926658,105,"textract","col",1.98319875776398,"textract col",8
20,9.5528903523178,-84.2802040869275,-7.62149928076963,1.72711407778309,-230175.248195234,-230132.912578773,129,"textract","col",1.98319875776398,"textract col",8
6,9.12895592563499,-66.0065581609841,-7.06359386063429,1.62951831628394,-249229.193189548,-249222.613938336,449,"textract","bin",1.71145962732919,"textract bin",8
7,9.20400420093753,-70.6605008113228,-7.09832142891562,1.45597781105985,-246402.36017248,-246393.835011119,111,"textract","bin",1.71145962732919,"textract bin",8
8,9.34190737814157,-68.2408411586456,-7.042141218284,1.43892348576326,-242727.663813597,-242717.059210694,127,"textract","bin",1.71145962732919,"textract bin",8
