"K","exclus","semcoh","heldout","residual","bound","lbound","em.its","engine","noise","mean_word_error","uniq","highest_heldout_k"
14,9.51952405913693,-78.2835451619433,-7.5817947873911,1.4502731764117,-207004.425887664,-206979.234666481,120,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
15,9.55052085071724,-74.5813992810276,-7.64105650833744,1.51441532726178,-205749.009756262,-205721.110484878,156,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
16,9.45709423202542,-77.2420336106621,-7.78489836367521,1.49053640200765,-205904.12455906,-205873.452698954,96,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
17,9.48710229297185,-78.9698382812029,-7.68050275956221,1.55413831326643,-203619.495134728,-203585.990061278,111,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
18,9.49019558799149,-87.0302820425834,-7.78706937389829,1.5758879208363,-203847.630604371,-203811.235159163,68,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
19,9.5158402470469,-84.8867538990766,-7.77336215241203,1.63511946392484,-202968.162400891,-202928.822516704,59,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
20,9.53466688472457,-90.1655313624139,-7.85095616505165,1.67437693806114,-202130.631475575,-202088.295859114,91,"dai","col + weak + ink",14.8451242236025,"dai col + weak + ink",6
6,9.19897759867068,-70.1925469604034,-7.37242086289639,1.48876687889918,-251031.051934017,-251024.472682805,214,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
7,9.22719886262874,-60.8668431324514,-7.37473474792657,1.45138460344968,-248509.361787003,-248500.836625642,102,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
8,9.33501113358928,-63.4098678037368,-7.28681486308516,1.44983594211973,-244581.104484849,-244570.499881946,138,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
9,9.36600213038212,-66.008522249289,-7.34240640434106,1.43685987675698,-243068.900969513,-243056.099142033,165,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
10,9.37896900661546,-67.0939128871249,-7.45977864112838,1.41837091641228,-242092.841404565,-242077.736991992,134,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
11,9.43828143444102,-70.7422092374093,-7.31990250773137,1.45534689342822,-240438.016146034,-240420.513838189,122,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
12,9.49945822781395,-69.4188615543638,-7.29617592126431,1.47808222943325,-238600.290664335,-238580.303449839,152,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
13,9.51551871973656,-65.8912015057607,-7.34280621678999,1.47859931738833,-237563.332638816,-237540.780474963,170,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
14,9.52892759488034,-73.5133546260063,-7.38354460522101,1.5077175263553,-235936.150965487,-235910.959744304,118,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
15,9.44723601476525,-78.4049980629154,-7.42565523232223,1.52748533080029,-235778.638054311,-235750.738782927,99,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
16,9.5000650559622,-76.7676018562021,-7.41784006901226,1.54915693624221,-234658.318177377,-234627.646317271,141,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
17,9.5331560542115,-85.9358857653614,-7.55389106883244,1.54302386601337,-234742.760277339,-234709.255203889,96,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
18,9.54145150386105,-89.9466057691184,-7.57349709934096,1.59123215916391,-233820.825937638,-233784.43049243,96,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
19,9.53534210758961,-95.264622078522,-7.56336676147122,1.64442537974572,-232722.410746394,-232683.070862207,85,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
20,9.54158575306194,-88.5782833017837,-7.51033872529903,1.72089655801781,-231582.133404787,-231539.797788326,99,"dai","col + snp + wm",1.80074534161491,"dai col + snp + wm",8
6,9.16091414678506,-70.7497051487848,-7.5338060229164,1.59085858380475,-249410.804642278,-249404.225391066,109,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
7,9.25641511709979,-61.269291461235,-7.46392406188402,1.50360040967076,-245752.984627415,-245744.459466054,106,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
8,9.42011261496875,-69.1874672782406,-7.37945026099001,1.48160641383221,-243472.096683466,-243461.492080563,97,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
9,9.41414825932643,-53.4444690961467,-7.41316320704526,1.45062904030383,-241097.994047306,-241085.192219826,100,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
10,9.44771296429747,-65.4532392835058,-7.36523840595511,1.45411804635435,-239510.380923328,-239495.276510755,78,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
11,9.49778410477924,-64.5077969601353,-7.44809776235812,1.45328328698069,-238061.862714309,-238044.360406463,128,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
12,9.51130505823601,-71.560226693714,-7.4533445041173,1.47199422578345,-237431.465223107,-237411.478008612,100,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
13,9.48394101964565,-69.3716150228373,-7.5361562257704,1.48897199037075,-236166.008120093,-236143.45595624,131,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
14,9.48262935291313,-76.4865985758207,-7.50706738233272,1.47753090047244,-235617.261393058,-235592.070171875,68,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
15,9.57267249547446,-65.4186412806177,-7.45206136574369,1.51562587949092,-233490.995019461,-233463.095748077,129,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
16,9.52636758677775,-67.0571869011376,-7.45301046780548,1.54595379756565,-233090.087264563,-233059.415404457,63,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
17,9.53161295311036,-73.183887489368,-7.56252197008737,1.58864261948254,-231955.699640728,-231922.194567278,116,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
18,9.57454013445965,-70.0201147432973,-7.62617962958623,1.61686705167143,-230675.686674401,-230639.291229193,108,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
19,9.55689511448091,-71.3631001739042,-7.70405712472077,1.63935086959181,-230105.640039735,-230066.300155548,74,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
20,9.55969411601821,-74.1965003569495,-7.74185546550232,1.68394368757009,-229771.987326498,-229729.651710037,77,"dai","col + snp + scrib",3.03593167701863,"dai col + snp + scrib",10
6,9.20718222115434,-69.4815183479627,-7.47732862341492,1.62382848537448,-223815.113115178,-223808.533863966,293,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
7,9.30837671968286,-64.9961302698501,-7.52286708598861,1.50705266920278,-219894.521112224,-219885.995950863,277,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
8,9.38247616040898,-66.6873613654878,-7.51788597755242,1.41334136776445,-217003.445771202,-216992.841168299,175,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
9,9.29383554333115,-68.0804995608627,-7.61695956082906,1.39732874295086,-216617.02182985,-216604.22000237,126,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
10,9.38632751177047,-68.6004241916515,-7.57419680439121,1.44208385976268,-214887.096191553,-214871.991778979,116,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
11,9.43509228274792,-69.9434664302022,-7.66932543469791,1.43253103129015,-213085.809202675,-213068.306894829,143,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
12,9.44001457719368,-80.5603841620308,-7.75938330218549,1.42998913812557,-212918.508718746,-212898.52150425,119,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
13,9.4718131093898,-72.4617230899492,-7.54034582045016,1.47236824923867,-210483.054379421,-210460.502215567,157,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
14,9.51584889453724,-70.1800218849967,-7.70366477315596,1.50148947724516,-209207.115252625,-209181.924031442,155,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
15,9.54318667709533,-73.8525875072398,-7.74898636420846,1.52280460760511,-209050.401780052,-209022.502508668,124,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
16,9.56299296361639,-75.4468515913098,-7.82347330168726,1.54593125799684,-207810.672903543,-207780.001043437,118,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
17,9.57466951845295,-70.4584719821013,-7.75356873521103,1.55454895565734,-207055.57376101,-207022.06868756,87,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
18,9.56364875493717,-82.2581474023547,-7.93313986820183,1.59287426025629,-206399.719144582,-206363.323699374,116,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
19,9.5644094085848,-75.5269262450627,-7.89385281131869,1.6469177283602,-205620.333911649,-205580.994027461,101,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
20,9.56285732304561,-77.6564012640789,-7.92787794263751,1.66111392006891,-205210.354680434,-205168.019063973,79,"dai","col + snp + ink",13.222950310559,"dai col + snp + ink",6
6,9.26330761780343,-60.09465488015,-7.63565854998513,1.54319837417848,-246394.464467542,-246387.88521633,132,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
7,9.3463612408317,-64.4479562981758,-7.55496207406159,1.50725979743061,-243473.771335976,-243465.246174615,159,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
8,9.31585150467594,-81.2838021594511,-7.8455293186773,1.43255302734187,-243174.131178537,-243163.526575635,106,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
9,9.39836910718897,-68.859952650708,-7.73436191137352,1.46634574192627,-241673.641533947,-241660.839706467,133,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
10,9.45011332196595,-77.5349370704714,-7.73319711640181,1.44948057583102,-240913.318092327,-240898.213679754,140,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
11,9.50146463342877,-74.1531640140056,-7.75137267737123,1.4413697385754,-238359.521368054,-238342.019060208,164,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
12,9.49371148344102,-67.3237394273246,-7.90256951240114,1.45776077983404,-237059.803753497,-237039.816539001,199,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
13,9.53004555300381,-66.7088247444776,-7.9603774848643,1.44644081384234,-235815.381927974,-235792.829764121,189,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
14,9.55310678095995,-79.7458563131176,-8.008393259721,1.47825622534722,-235029.41552999,-235004.224308807,157,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
15,9.58119196864575,-76.6700472201942,-8.03161106645082,1.52067664397566,-233136.817968844,-233108.91869746,125,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
16,9.56293821588642,-72.4586004859757,-7.99125050354381,1.54135092286479,-231974.282495364,-231943.610635257,146,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
17,9.56246892000077,-81.5925509283831,-8.11729675111524,1.56763433216166,-231576.604902672,-231543.099829222,126,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
18,9.5802015711981,-75.3339338021136,-8.07645081001385,1.64511330415319,-230211.933005499,-230175.537560291,105,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
19,9.59496729816183,-76.3919599335634,-8.00600668655251,1.69316117379471,-229032.883669364,-228993.543785177,107,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
20,9.60516960951382,-72.5959998097691,-8.13835331270034,1.74278677790321,-227785.080818803,-227742.745202342,146,"dai","col + wm + scrib",4.11950310559006,"dai col + wm + scrib",7
6,9.16651589478731,-128.799399676028,-7.4229201970686,1.4615060757384,-209875.082142542,-209868.50289133,60,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
7,9.36920623788285,-61.6802748442283,-7.34613294684167,1.40715088031652,-204447.520609875,-204438.995448514,105,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
8,9.39488467535111,-65.5892606388283,-7.36868699189065,1.3573713073405,-202932.546059325,-202921.941456422,145,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
9,9.49747447346675,-69.5659118015104,-7.39244650718196,1.38948538930759,-201694.933439771,-201682.131612291,106,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
10,9.50017259282959,-64.7192755271589,-7.48701952935492,1.42141509980291,-200215.286726883,-200200.18231431,95,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
11,9.5122782501191,-65.050508560062,-7.47380176286028,1.41489772581478,-198606.884174092,-198589.381866246,146,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
12,9.50441571067972,-66.5295307026216,-7.50184456936693,1.44208678657027,-197362.526683597,-197342.539469101,112,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
13,9.54545496317029,-72.1850633528891,-7.51255626273691,1.4181398858859,-196392.947336652,-196370.395172799,130,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
14,9.50781630815661,-70.3630674552386,-7.506857109941,1.44574785108949,-195581.879665038,-195556.688443855,99,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
15,9.54863615216951,-64.9693615501112,-7.57854935056562,1.47294167724324,-194623.716754642,-194595.817483258,93,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
16,9.53850608393329,-68.9569781456773,-7.59565709331836,1.49501241647045,-194199.08902531,-194168.417165204,72,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
17,9.55877709079713,-82.2006014237973,-7.68646601412234,1.53172455670305,-193431.907812014,-193398.402738564,65,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
18,9.55943342710486,-80.0733707300845,-7.69719914478808,1.59455378898419,-192811.120418311,-192774.724973103,50,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
19,9.56941563170343,-83.5593979378749,-7.69063662838657,1.61812195456589,-192209.282365045,-192169.942480858,65,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
20,9.56352208313944,-81.0833961761616,-7.81591254227012,1.70197941568422,-191265.151382833,-191222.815766373,47,"dai","col + wm + ink",18.7615217391304,"dai col + wm + ink",7
6,9.11720953103217,-68.9516773012452,-7.43322277007221,1.55146753320236,-211051.633691078,-211045.054439866,145,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
7,9.29192013615644,-64.4474687577487,-7.30936357365959,1.52724748257139,-208111.058082475,-208102.532921114,145,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
8,9.31057890967083,-75.0169423649458,-7.44574494435523,1.48979953023203,-206589.721860611,-206579.117257709,178,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
9,9.28634724001854,-66.8467668165843,-7.37689906062001,1.44537538329877,-204969.591412757,-204956.789585277,99,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
10,9.35283559507611,-69.4260344024367,-7.36755838601207,1.43599785910241,-203455.664191411,-203440.559778838,127,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
11,9.39065828600688,-77.8129326920138,-7.44561269859554,1.40114662166507,-202010.896456063,-201993.394148217,124,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
12,9.35933637891521,-70.6872491423985,-7.50900711704695,1.40301399686406,-201779.377350112,-201759.390135616,93,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
13,9.37614344064774,-74.9474285436525,-7.50522905467541,1.43033399516416,-201000.863398997,-200978.311235144,67,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
14,9.4053075663822,-80.277660129678,-7.54548119467216,1.44194395651302,-199911.543004908,-199886.351783725,89,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
15,9.4702626162736,-78.060284647694,-7.43948062013251,1.47792375888862,-198931.675232504,-198903.775961121,106,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
16,9.52126892169261,-83.0624847433836,-7.54607788241511,1.53163502842815,-197783.4753368,-197752.803476694,95,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
17,9.5083722451263,-85.9214468082224,-7.58785432073724,1.54257354404499,-196577.135563351,-196543.630489901,94,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
18,9.5049627838439,-82.5029151073339,-7.57532043854259,1.57813951838308,-195626.563019023,-195590.167573815,64,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
19,9.56171165373135,-80.8959044408496,-7.5836206622254,1.59756190899193,-194595.506350186,-194556.166465999,50,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
20,9.56613793042998,-83.5656420455269,-7.65463887917419,1.67324145425301,-193761.259272739,-193718.923656278,78,"dai","col + scrib + ink",19.1617391304348,"dai col + scrib + ink",7
6,9.1321980054379,-62.5331962605933,-7.57849253962536,1.80962161850394,-103535.282931699,-103528.703680487,495,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
7,9.32045316365524,-63.4133100057966,-7.77268951780268,1.77474845196275,-102471.500896429,-102462.975735068,422,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
8,9.29285319507593,-70.8906878674771,-7.60009475594891,1.77053243805698,-101190.233379633,-101179.62877673,489,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
9,9.33418106841497,-62.9147909736758,-7.80364049872796,2.05453137902024,-100292.548949415,-100279.747121935,447,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
10,9.34397995911223,-73.0829250342182,-7.60921694537353,1.81272854048691,-99635.1439927096,-99620.0395801365,423,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
11,9.41732338471828,-80.9642065203193,-8.03488644042256,1.78337937783366,-99045.9889482242,-99028.4866403783,414,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
12,9.42484012319238,-80.5187917825498,-7.67866540793668,2.00294700348287,-98416.1208688626,-98396.1336543669,280,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
13,9.40962344872631,-87.2780276441395,-7.92133414312663,2.09465154665102,-97620.8370719498,-97598.2849080967,264,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
14,9.3974428459624,-78.8435437721114,-7.93469557610708,2.00843536777423,-97210.3541007062,-97185.1628795235,194,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
15,9.4062185775046,-81.965677877596,-8.1233993264419,2.14011421922695,-96452.8929255657,-96424.9936541819,118,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
16,9.41750034260848,-82.7817955620782,-8.11676501284503,2.27292819498529,-96162.3410542752,-96131.6691941691,177,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
17,9.38799633841833,-84.4779010547396,-8.39180392126272,2.4857651877732,-95739.2255611044,-95705.7204876543,88,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
18,9.44675301839485,-86.8620139984004,-8.28544266604421,2.65089173712053,-95424.8888517007,-95388.4934064927,91,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
19,9.49812129015026,-86.1244049795003,-8.08244288854877,2.9396076540751,-94727.6839595183,-94688.3440753311,66,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
20,9.44543352303878,-89.6350581502917,-8.53086581894492,3.13415747613458,-94663.7196222539,-94621.3840057932,40,"dai","bin + blur + weak",55.9779192546584,"dai bin + blur + weak",6
6,9.25932495154074,-74.6735806511345,-7.68775045644939,1.85743848686989,-98337.0260586722,-98330.4468074602,500,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
7,9.23601479068081,-62.126003080826,-7.80011862370071,1.81403698880921,-97355.4686586976,-97346.9434973366,500,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
8,9.28387860530512,-62.1850943672618,-7.91380806790498,1.84706350956544,-95693.3965704207,-95682.7919675179,500,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
9,9.29633176579365,-69.5037800639578,-7.80955718296142,1.88835728945168,-95132.104620799,-95119.3027933189,496,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
10,9.37161076232406,-68.9844013891053,-7.71739569813064,1.84794789697542,-94202.3554677087,-94187.2510551356,470,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
11,9.42241087027283,-65.1391759911449,-7.87821597148265,2.06667387243162,-93465.7254659399,-93448.223158094,377,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
12,9.37446694027188,-69.4929968036682,-8.09792202446839,1.92655724961443,-93226.6330877466,-93206.6458732509,467,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
13,9.46451657580141,-66.7178798628517,-7.96465682760188,2.01201034626526,-92615.538609406,-92592.9864455529,416,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
14,9.4518620419507,-84.0324232770058,-8.06545109572029,2.11695932124428,-92001.1032497079,-91975.9120285251,316,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
15,9.47666618433569,-72.9576789178679,-8.22844398998184,2.28611562876733,-91224.499798042,-91196.6005266582,282,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
16,9.49822683141944,-86.568000592658,-8.37918128144554,2.37900946725604,-90946.0241745033,-90915.3523143972,229,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
17,9.47616268611469,-88.1413653300427,-8.29451131843639,2.55359069427554,-90628.5198470571,-90595.0147736069,167,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
18,9.43049453769391,-89.051829007654,-8.2193704058721,2.8572485523323,-89868.6968476742,-89832.3014024662,163,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
19,9.45773389079615,-86.998704666862,-8.47966584526089,3.26784694329154,-89652.5559214042,-89613.216037217,101,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
20,9.46659392485179,-83.9037607494963,-8.55325894128961,3.80784221580461,-89133.2228529792,-89090.8872365185,68,"dai","bin + blur + snp",59.5810248447205,"dai bin + blur + snp",6
6,9.16101878033143,-78.2646739651682,-7.59939370816317,1.69174267102035,-115294.43366621,-115287.854414997,500,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
7,9.32344558805173,-70.6611601443005,-7.5395343924659,1.61669612039113,-113025.217786824,-113016.692625463,449,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
8,9.36959678974887,-79.3076470999319,-7.63827770496945,1.6671399158193,-112570.422531866,-112559.817928964,319,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
9,9.36910387495964,-76.5710675273325,-7.70285632261575,1.622292029221,-111411.088814786,-111398.286987306,387,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
10,9.37013650715238,-84.9818698975472,-8.05179204616924,1.70787225546813,-110572.111491199,-110557.007078626,315,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
11,9.39799804638873,-81.9654079865353,-7.89268667934886,1.72304944766706,-109139.000015779,-109121.497707933,329,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
12,9.39718058760651,-79.8910620951353,-7.8525312215975,1.69418351715806,-109561.977402726,-109541.990188231,351,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
13,9.39585411968418,-86.3422244811058,-8.02339899037551,1.83429271881802,-108702.761371908,-108680.209208055,305,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
14,9.47135407500976,-82.8615727376316,-8.04796878398951,1.91221540162777,-108165.8065234,-108140.615302217,236,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
15,9.48933656777741,-93.1855263810261,-8.39302042359437,1.9418640154762,-107752.312293032,-107724.413021648,303,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
16,9.46747722344996,-85.9022106295116,-8.16741006982365,2.06006986739165,-106557.05593299,-106526.384072884,241,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
17,9.46727460453872,-94.9923620806561,-8.33106046155094,2.26602338020412,-106144.903807651,-106111.398734201,250,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
18,9.4995678806881,-84.2757013880342,-8.17829958015213,2.27887558083598,-105754.686186429,-105718.290741221,244,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
19,9.53639262961924,-87.074183182962,-8.219801269714,2.31774460835267,-105782.846372291,-105743.506488104,297,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
20,9.54972007126625,-95.6674809004103,-8.2223508014177,2.14122282302527,-107708.345039989,-107666.009423529,52,"dai","bin + blur + wm",52.7726397515528,"dai bin + blur + wm",7
6,9.24338884970015,-83.5319908935132,-7.4889385882016,1.79881165159846,-110524.716550509,-110518.137299297,234,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
7,9.23066115514586,-81.6385302858521,-7.65718740835849,1.87537947547227,-109900.408314636,-109891.883153274,295,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
8,9.17973518609574,-87.5642383561096,-7.62860717837726,1.77620120821021,-109250.950062228,-109240.345459325,237,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
9,9.40895803216201,-88.4452855517329,-7.65210397478133,1.76076015672936,-108701.563762182,-108688.761934702,287,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
10,9.3672459638957,-97.3210893694982,-7.83268251531087,1.83438835649393,-108041.676186292,-108026.571773719,382,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
11,9.40168846823591,-78.7612158098669,-7.98276351915956,2.15263740017548,-106832.387022221,-106814.884714375,457,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
12,9.49715871718822,-80.7537161651585,-7.93884468816844,2.10134759864751,-105956.943590315,-105936.956375819,400,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
13,9.48087873458177,-87.6554273891681,-7.64614058594284,2.00073044324922,-105833.435090667,-105810.882926813,409,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
14,9.44707830225984,-84.5152320106408,-7.72458977749103,2.28952451958521,-104559.474100103,-104534.28287892,461,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
15,9.48710829590113,-91.1316929456142,-7.84522693603002,2.14537729312564,-104172.250952845,-104144.351681461,368,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
16,9.50117001915646,-84.0022774130305,-8.08294565020813,2.48869218836299,-103193.568614124,-103162.896754017,291,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
17,9.44764792630918,-88.7121663619374,-7.82697065776247,2.61250816769017,-102891.371556961,-102857.866483511,250,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
18,9.53721800269639,-89.8436068783525,-7.91722914558766,2.70189431439629,-102273.302641972,-102236.907196764,202,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
19,9.471752224494,-95.5167777885595,-8.16901558042988,3.20483864661281,-102009.524263878,-101970.184379691,141,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
20,9.50357071093675,-101.440511695246,-8.19854811199643,3.32029322774649,-101737.259897653,-101694.924281192,132,"dai","bin + blur + scrib",54.042049689441,"dai bin + blur + scrib",6
